,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_Tank_Capacity,Fuel_Type,Body_Type,City_Mileage,ARAI_Certified_Mileage,Front_Brakes,Rear_Brakes,Power,Seating_Capacity,Seats_Material,Wheelbase,Wheels_Size,Airbags,Number_of_Airbags
161,Mahindra,Kuv100 Nxt,K2+ D 6Str,"Rs. 6,19,243",1198 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Diesel,Hatchback,22.25 km/litre,25.32 km/litre,Ventilated Disc,Drum,77PS@3750RPM,6,Fabric,2385 mm,185/65R14,"Front passenger frontal airbag, Driver frontal airbag",2
162,Mahindra,Kuv100 Nxt,K4+ D 6Str,"Rs. 6,67,273",1198 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Diesel,Hatchback,22.25 km/litre,25.32 km/litre,Ventilated Disc,Drum,77PS@3750RPM,6,Fabric,2385 mm,185/65R14,"Driver frontal airbag, Front passenger frontal airbag",2
163,Mahindra,Kuv100 Nxt,K8 6 Str Dual Tone,"Rs. 7,01,045",1198 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,15.5 km/litre,18.15 km/litre,Ventilated Disc,Drum,82PS@5500RPM,6,Fabric,2385 mm,185/65R14,"Driver frontal airbag, Front passenger frontal airbag",2
164,Mahindra,Kuv100 Nxt,K8 D 6 Str Dual Tone,"Rs. 7,94,800",1198 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Diesel,Hatchback,22.25 km/litre,25.32 km/litre,Ventilated Disc,Drum,77PS@3750RPM,6,Fabric,2385 mm,185/65R14,"Driver frontal airbag, Front passenger frontal airbag",2
165,Mahindra,Kuv100 Nxt,K4+ 5Str,"Rs. 5,73,250",1198 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,15.5 km/litre,18.15 km/litre,Ventilated Disc,Drum,82PS@5500RPM,5,Fabric,2385 mm,185/65R14,"Driver frontal airbag, Front passenger frontal airbag",2
166,Mahindra,Kuv100 Nxt,K6+ 5Str,"Rs. 6,31,146",1198 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,15.5 km/litre,18.15 km/litre,Ventilated Disc,Drum,82PS@5500RPM,5,Fabric,2385 mm,185/65R14,"Driver frontal airbag, Front passenger frontal airbag",2
167,Mahindra,Kuv100 Nxt,K8 5Str,"Rs. 6,87,175",1198 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,15.5 km/litre,18.15 km/litre,Ventilated Disc,Drum,82PS@5500RPM,5,Fabric,2385 mm,185/65R14,"Driver frontal airbag, Front passenger frontal airbag",2
168,Mahindra,Kuv100 Nxt,K4+ D 5Str,"Rs. 6,60,832",1198 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Diesel,Hatchback,22.25 km/litre,25.32 km/litre,Ventilated Disc,Drum,77PS@3750RPM,5,Fabric,2385 mm,185/65R14,"Driver frontal airbag, Front passenger frontal airbag",2
169,Mahindra,Kuv100 Nxt,K6+ D 5Str,"Rs. 7,48,128",1198 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Diesel,Hatchback,22.25 km/litre,25.32 km/litre,Ventilated Disc,Drum,77PS@3750RPM,5,Fabric,2385 mm,185/65R14,"Driver frontal airbag, Front passenger frontal airbag",2
170,Mahindra,Kuv100 Nxt,K8 D 5Str,"Rs. 7,80,884",1198 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Diesel,Hatchback,22.25 km/litre,25.32 km/litre,Ventilated Disc,Drum,77PS@3750RPM,5,Fabric,2385 mm,185/65R14,"Driver frontal airbag, Front passenger frontal airbag",2
171,Maruti Suzuki,Swift,Lxi,"Rs. 5,19,000",1197 cc,4,In-line,BS 6,"Front, Transverse",37 litres,Petrol,Hatchback,12.6 km/litre,20.4 km/litre,Ventilated Disc,Drum,83PS@6000rpm,5,Fabric,2450 mm,165/80 R14,"Driver frontal airbag, Front passenger frontal airbag",2
172,Tata,Tigor,Revotron Xz,"Rs. 6,50,000",1199 cc,3,In-line,BS 6,"Front, Transverse",35 litres,Petrol,Sedan,24.12 km/litre,23 km/litre,Ventilated Disc,Drum,86PS@6000rpm,5,Fabric,2450 mm,175/60 R15,"Driver frontal airbag, Front passenger frontal airbag",2
173,Tata,Tigor,Revotron Xz Plus,"Rs. 6,99,000",1199 cc,3,In-line,BS 6,"Front, Transverse",35 litres,Petrol,Sedan,24.12 km/litre,23 km/litre,Ventilated Disc,Drum,86PS@6000rpm,5,Vinyl,2450 mm,175/60 R15,"Driver frontal airbag, Front passenger frontal airbag",2
174,Tata,Tigor,Revotron Xza Plus,"Rs. 7,49,000",1199 cc,3,In-line,BS 6,"Front, Transverse",35 litres,Petrol,Sedan,24.12 km/litre,23 km/litre,Ventilated Disc,Drum,86PS@6000rpm,5,Vinyl,2450 mm,175/60 R15,"Front passenger frontal airbag, Driver frontal airbag",2
175,Tata,Zest,Xms Petrol,"Rs. 6,72,641",1193 cc,4,In-line,BS IV,"Front, Transverse",44 litres,Petrol,Sedan,13.2 km/litre,17.6 km/litre,Ventilated Disc,Drum,90PS@5000rpm,5,Fabric,2470 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
176,Tata,Zest,Xt Petrol,"Rs. 7,32,475",1193 cc,4,In-line,BS IV,"Front, Transverse",44 litres,Petrol,Sedan,13.2 km/litre,17.6 km/litre,Ventilated Disc,Drum,90PS@5000rpm,5,Fabric,2470 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
177,Tata,Zest,Xms Diesel,"Rs. 7,93,898",1248 cc,4,In-line,BS IV,"Front, Transverse",44 litres,Diesel,Sedan,19.2 km/litre,20.65 km/litre,Ventilated Disc,Drum,75PS@4000rpm,5,Fabric,2470 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
178,Tata,Zest,Xt Diesel,"Rs. 8,55,362",1248 cc,4,In-line,BS IV,"Front, Transverse",44 litres,Diesel,Sedan,19.2 km/litre,23 km/litre,Ventilated Disc,Drum,90PS@4000rpm,5,Fabric,2470 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
179,Tata,Zest,Xta Diesel,"Rs. 9,89,000",1248 cc,4,In-line,BS IV,"Front, Transverse",44 litres,Diesel,Sedan,19.2 km/litre,23 km/litre,Ventilated Disc,Drum,90PS@4000rpm,5,Fabric,2470 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
180,Tata,Zest,Zest Premio Edition,"Rs. 7,88,797",1248 cc,4,In-line,BS IV,"Front, Transverse",44 litres,Diesel,Sedan,19.2 km/litre,20.65 km/litre,Ventilated Disc,Drum,75PS@4000rpm,5,Fabric,2470 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
181,Mahindra,Scorpio,S5 2Wd,"Rs. 12,20,030",2179 cc,4,In-line,BS IV,"Front, Longitudinal",60 litres,Diesel,SUV,11.5 km/litre,15.4 km/litre,Ventilated Disc,Drum,120PS@4000RPM,9,Fabric,2680 mm,P235/65R17,"Driver frontal airbag, Front passenger frontal airbag",2
182,Mahindra,Scorpio,S7 120 2Wd,"Rs. 13,30,006",2179 cc,4,In-line,BS IV,"Front, Longitudinal",60 litres,Diesel,SUV,11.5 km/litre,15.4 km/litre,Ventilated Disc,Drum,120PS@4000RPM,9,Fabric,2680 mm,P235/65R17,"Driver frontal airbag, Front passenger frontal airbag",2
183,Mahindra,Scorpio,S7 140 2Wd,"Rs. 13,60,668",2179 cc,4,In-line,BS IV,"Front, Longitudinal",60 litres,Diesel,SUV,11.5 km/litre,15.4 km/litre,Ventilated Disc,Drum,140PS@3750rpm,9,Fabric,2680 mm,P235/65R17,"Driver frontal airbag, Front passenger frontal airbag",2
184,Mahindra,Scorpio,S11 2Wd,"Rs. 15,40,081",2179 cc,4,In-line,BS IV,"Front, Longitudinal",60 litres,Diesel,SUV,11.5 km/litre,15.4 km/litre,Ventilated Disc,Drum,140PS@3750rpm,9,Fabric,2680 mm,P235/65R17,"Driver frontal airbag, Front passenger frontal airbag",2
185,Mahindra,Scorpio,S11 4Wd,"Rs. 16,63,054",2179 cc,4,In-line,BS IV,"Front, Longitudinal",60 litres,Diesel,SUV,11.5 km/litre,15.4 km/litre,Ventilated Disc,Drum,140PS@3750rpm,9,Leather,2680 mm,P235/65R17,"Driver frontal airbag, Front passenger frontal airbag",2
186,Mahindra,Scorpio,S9 2Wd,"Rs. 14,23,710",2179 cc,4,In-line,BS IV,"Front, Longitudinal",60 litres,Diesel,SUV,11.5 km/litre,15.4 km/litre,Ventilated Disc,Drum,140PS@3750rpm,9,Fabric,2680 mm,P235/65R17,"Driver frontal airbag, Front passenger frontal airbag",2
187,Skoda,Monte Carlo,Monte Carlo 1.5 Tdi At,"Rs. 14,25,599",1498 cc,4,In-line,BS IV,"Front, Transverse",55 litres,Diesel,Sedan,18 km/litre,21.72 km/litre,Ventilated Disc,Drum,110PS@4000rpm,5,Leather,2552 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
188,Skoda,Monte Carlo,Monte Carlo 1.6 Mpi At,"Rs. 12,69,599",1598 cc,4,In-line,BS IV,"Front, Transverse",55 litres,Petrol,Sedan,12 km/litre,14.84 km/litre,Ventilated Disc,Drum,105PS@5250rpm,5,Leather,2552 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
189,Skoda,Monte Carlo,Monte Carlo 1.5 Tdi Mt,"Rs. 12,99,599",1498 cc,4,In-line,BS IV,"Front, Transverse",55 litres,Diesel,Sedan,18 km/litre,21.13 km/litre,Ventilated Disc,Drum,110PS@4000rpm,5,Leather,2552 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
190,Skoda,Monte Carlo,Monte Carlo 1.6 Mpi Mt,"Rs. 11,39,599",1598 cc,4,In-line,BS IV,"Front, Transverse",55 litres,Petrol,Sedan,12 km/litre,15.41 km/litre,Ventilated Disc,Drum,105PS@5250rpm,5,Leather,2552 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
191,Mahindra,Xuv500,W7,"Rs. 14,18,313",2179 cc,4,In-line,BS IV,"Front, Longitudinal",70 litres,Diesel,SUV,16 km/litre,15.1 km/litre,Solid Disc,Solid Disc,155PS@3750rpm,7,Fabric,2700 mm,17,"Driver frontal airbag, Front passenger frontal airbag",2
192,Mahindra,Xuv500,W7 At,"Rs. 15,39,488",2179 cc,4,In-line,BS IV,"Front, Transverse",70 litres,Diesel,SUV,16 km/litre,16 km/litre,Ventilated Disc,Ventilated Disc,155PS@3750rpm,7,Fabric,2700 mm,P235/65R17,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag",6
193,Mahindra,Xuv500,W9,"Rs. 15,88,943",2179 cc,4,In-line,BS IV,"Front, Transverse",70 litres,Diesel,SUV,16 km/litre,16 km/litre,Ventilated Disc,Ventilated Disc,155PS@3750rpm,7,Leather,2700 mm,P235/65R15,"Driver frontal airbag, Front passenger frontal airbag",2
194,Mahindra,Xuv500,W9 At,"Rs. 17,10,118",2179 cc,4,In-line,BS IV,"Front, Transverse",70 litres,Diesel,SUV,16 km/litre,16 km/litre,Ventilated Disc,Ventilated Disc,155PS@3750rpm,7,Leather,2700 mm,P235/65R17,"Driver frontal airbag, Drive side airbag",2
195,Mahindra,Xuv500,W11,"Rs. 17,16,319",2179 cc,4,In-line,BS IV,"Front, Transverse",70 litres,Diesel,SUV,16 km/litre,16 km/litre,Ventilated Disc,Ventilated Disc,155PS@3750rpm,7,Leather,2700 mm,P235/65R15,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6
196,Mahindra,Xuv500,W7 At,"Rs. 15,39,488",2179 cc,4,In-line,BS IV,"Front, Transverse",70 litres,Diesel,SUV,16 km/litre,16 km/litre,Ventilated Disc,Ventilated Disc,155PS@3750rpm,7,Fabric,2700 mm,P235/65R17,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag",6
197,Mahindra,Xuv500,W9,"Rs. 15,88,943",2179 cc,4,In-line,BS IV,"Front, Transverse",70 litres,Diesel,SUV,16 km/litre,16 km/litre,Ventilated Disc,Ventilated Disc,155PS@3750rpm,7,Leather,2700 mm,P235/65R15,"Driver frontal airbag, Front passenger frontal airbag",2
198,Mahindra,Xuv500,W9 At,"Rs. 17,10,118",2179 cc,4,In-line,BS IV,"Front, Transverse",70 litres,Diesel,SUV,16 km/litre,16 km/litre,Ventilated Disc,Ventilated Disc,155PS@3750rpm,7,Leather,2700 mm,P235/65R17,"Driver frontal airbag, Drive side airbag",2
199,Mahindra,Xuv500,W11,"Rs. 17,16,319",2179 cc,4,In-line,BS IV,"Front, Transverse",70 litres,Diesel,SUV,16 km/litre,16 km/litre,Ventilated Disc,Ventilated Disc,155PS@3750rpm,7,Leather,2700 mm,P235/65R15,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6
200,Mahindra,Xuv500,W11 At,"Rs. 18,37,586",2179 cc,4,In-line,BS IV,"Front, Transverse",70 litres,Diesel,SUV,16 km/litre,16 km/litre,Ventilated Disc,Ventilated Disc,155PS@3750rpm,7,Leather,2700 mm,P235/65R17,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",6
201,Mahindra,Xuv500,W11 (O),"Rs. 17,41,319",2179 cc,4,In-line,BS IV,"Front, Transverse",70 litres,Diesel,SUV,16 km/litre,16 km/litre,Ventilated Disc,Ventilated Disc,155PS@3750rpm,7,Leather,2700 mm,P235/60 R18,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6
202,Mahindra,Xuv500,W11 (O) At,"Rs. 18,62,586",2179 cc,4,In-line,BS IV,"Front, Transverse",70 litres,Diesel,SUV,16 km/litre,16 km/litre,Ventilated Disc,Ventilated Disc,155PS@3750rpm,7,Leather,2700 mm,P235/60 R18,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",6
203,Mahindra,Xuv500,W11 (O) Awd,"Rs. 18,52,488",2179 cc,4,In-line,BS IV,"Front, Transverse",70 litres,Diesel,SUV,16 km/litre,16 km/litre,Ventilated Disc,Ventilated Disc,155PS@3750rpm,7,Leather,2700 mm,P235/60 R18,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6
204,Mahindra,Xuv500,W11 (O) Awd At,"Rs. 19,73,664",2179 cc,4,In-line,BS IV,"Front, Transverse",70 litres,Diesel,SUV,16 km/litre,16 km/litre,Ventilated Disc,Ventilated Disc,155PS@3750rpm,7,Leather,2700 mm,P235/60 R18,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",6
205,Mahindra,Xuv500,W3,"Rs. 12,30,924",2179 cc,4,In-line,BS IV,"Front, Transverse",70 litres,Diesel,SUV,16 km/litre,16 km/litre,Ventilated Disc,Ventilated Disc,155PS@3750rpm,7,Fabric,2700 mm,P235/65 R17,"Driver frontal airbag, Front passenger frontal airbag",2
206,Tata,Hexa,Xt 4X4,"Rs. 19,29,417",2179 cc,,In-line,BS IV,"Front, Transverse",60 litres,Diesel,SUV,14 km/litre,17.6 km/litre,Ventilated Disc,Ventilated Disc,156PS@4000rpm,6,Fabric,2850 mm,235/55 R19,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",6
207,Tata,Hexa,Xta 4X2,"Rs. 19,12,593",2179 cc,4,In-line,BS IV,"Front, Transverse",60 litres,Diesel,SUV,14 km/litre,17.6 km/litre,Ventilated Disc,Ventilated Disc,156PS@4000rpm,6,Fabric,2850 mm,235/55 R19,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",6
208,Toyota,Innova Crysta,2.4 Gx 7 Str,"Rs. 16,05,000",2393 cc,4,In-line,BS VI,"Front, Longitudinal",55 litres,Diesel,MUV,12 km/litre,15.4 km/litre,Ventilated Disc,Drum,150PS@3400rpm,7,Fabric,2750 mm,205/65R16,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",3
209,Toyota,Innova Crysta,2.4 Gx 8 Str,"Rs. 16,10,000",2393 cc,4,In-line,BS VI,"Front, Longitudinal",55 litres,Diesel,MUV,12 km/litre,15.4 km/litre,Ventilated Disc,Drum,150PS@3400rpm,8,Fabric,2750 mm,205/65R16,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",3
210,Toyota,Innova Crysta,2.4 Zx 7 Str,"Rs. 21,13,000",2393 cc,4,In-line,BS VI,"Front, Longitudinal",55 litres,Diesel,MUV,12 km/litre,15.1 km/litre,Ventilated Disc,Drum,150PS@3400rpm,7,Fabric,2750 mm,215/55R17,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",7
211,Toyota,Innova Crysta,2.7 Gx Mt 8 Str,"Rs. 14,98,000",2755 cc,4,In-line,BS VI,"Front, Longitudinal",55 litres,Petrol,MUV,11.2 km/litre,11.25 km/litre,Ventilated Disc,Drum,174PS@3400rpm,8,Fabric,2750 mm,205/65R16,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",7
212,Toyota,Innova Crysta,Touring Sport 2.7 Vx 7 Str,"Rs. 18,92,000",2393 cc,4,In-line,BS VI,"Front, Longitudinal",55 litres,Petrol,MUV,11.2 km/litre,11.25 km/litre,Ventilated Disc,Drum,166PS@5200rpm,7,Fabric,2750 mm,205/65R16,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",3
213,Toyota,Innova Crysta,Touring Sport 2.7 Zx At 7 Str,"Rs. 21,71,000",2694 cc,4,In-line,BS VI,"Front, Longitudinal",55 litres,Petrol,MUV,11.2 km/litre,10.75 km/litre,Ventilated Disc,Drum,166PS@5200rpm,7,Leather,2750 mm,215/55R17,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag, Drive side airbag",7
214,Toyota,Innova Crysta,2.4 G Plus 7 Str,"Rs. 15,92,000",2393 cc,4,In-line,BS VI,"Front, Longitudinal",55 litres,Diesel,MUV,12 km/litre,15.4 km/litre,Ventilated Disc,Drum,150PS@3400rpm,7,Fabric,2750 mm,205/65R16,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",3
215,Toyota,Innova Crysta,2.4 G Plus 8 Str,"Rs. 15,87,000",2393 cc,4,In-line,BS VI,"Front, Longitudinal",55 litres,Diesel,MUV,12 km/litre,15.1 km/litre,Ventilated Disc,Drum,150PS@3400rpm,8,Fabric,2750 mm,205/65R16,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",3
216,Toyota,Corolla Altis,G Petrol,"Rs. 16,45,000",1798 cc,4,In-line,BS IV,"Front, Transverse",55 litres,Petrol,Sedan,9.5 km/litre,16.7 km/litre,Ventilated Disc,Solid Disc,140PS@6400rpm,5,Fabric,2700 mm,195/65R15,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",3
217,Toyota,Corolla Altis,G At Petrol,"Rs. 18,06,000",1798 cc,4,In-line,BS IV,"Front, Transverse",55 litres,Petrol,Sedan,9.5 km/litre,16.7 km/litre,Ventilated Disc,Solid Disc,140PS@6400rpm,5,Fabric,2700 mm,195/65R15,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",3
218,Toyota,Corolla Altis,Gl Petrol,"Rs. 18,82,000",1798 cc,4,In-line,BS IV,"Front, Transverse",55 litres,Petrol,Sedan,9.5 km/litre,16.7 km/litre,Ventilated Disc,Solid Disc,140PS@6400rpm,5,Leather,2700 mm,205/55R16,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",7
219,Toyota,Corolla Altis,Gl Diesel,"Rs. 19,36,000",1364 cc,4,In-line,BS IV,"Front, Transverse",43 litres,Diesel,Sedan,18.2 km/litre,21 km/litre,Ventilated Disc,Solid Disc,88.4PS@3800rpm,5,Leather,2700 mm,195 / 65 R15,"Driver knee airbag, Driver frontal airbag, Front passenger frontal airbag",3
220,Toyota,Corolla Altis,G Diesel,"Rs. 17,71,000",1364 cc,4,In-line,BS IV,"Front, Transverse",43 litres,Diesel,Sedan,18.4 km/litre,21 km/litre,Ventilated Disc,Solid Disc,88.4PS@3800rpm,5,Fabric,2700 mm,195 / 65 R15,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",3
221,Toyota,Corolla Altis,Vl At Petrol,"Rs. 20,19,000",1798 cc,4,In-line,BS IV,"Front, Transverse",55 litres,Petrol,Sedan,9.5 km/litre,16.7 km/litre,Ventilated Disc,Solid Disc,140PS@6400rpm,5,Leather,2700 mm,205/55R16,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",7
